6.2072282187083E+17,neutral,"@Michael22418062 Watchman was the 1st draft of Mockingbird, which was then changed beyond recognition. @kelly_carlin",
6.20734205882954E+17,neutral,"http://t.co/IafdOkWbQ5 (Reuters) - Oklahoma's Olivia Jordan was crowned Miss USA on Sunday, capping weeks of controversy in the run-up to",
6.20739696759579E+17,neutral,"Hero, anti-hero: one in the same? Go Set a Watchman out tomorrow. American Masters http://t.co/hsBnlYW2Cq @pbsteachers",
6.20750648938791E+17,neutral,"Let's talk about the situation that's arisen between Sheamus and Randy Orton...... We still don't care 3 years after the 1st time.",
6.2075343270656E+17,neutral,"Johnny Lennon is going to ask Paul McCartney and McCartney's right love to be based in Jerusalem for the July 15th Apple time event.",
6.20757613492498E+17,neutral,"Was I one of the first or last to notice this... Dean Ambrose new gear number says 060214  June 2nd 14 the day Seth Rollins betrayed  Shield",
6.20773129191858E+17,neutral,"Just out of curiosity, why doesn't Dean Ambrose have a match Sunday? And why did we get gypped out of seeing him wrestle tonight?",
6.2077660129527E+17,neutral,"@darrenrovell Not sure if you've seen yet, but Dallas Keuchel and Miss USA both went to same high school (Bishop Kelley in Tulsa). 1st time?",
6.20792569614762E+17,neutral,"Watched the home run derby from beginning to end. 1st time since the steroid days I watched josh Hamilton after... http://t.co/K5ZIk6Kbo0",
6.20811850679218E+17,neutral,".@ImperialDuelist have been added in the 13 man Battle-Royal this Wednesday. He'll take Randy Orton spot, don't worry; Ambrose there too.",
6.20843406613332E+17,neutral,"Some balance on Watchman from Hadley Freeman in the guardian - http://t.co/vqk52aTios",
6.2088140531737E+17,neutral,"George Osborne: It's adorable that you, media person, think this gov't would do anything to help Greece. http://t.co/b4UCdTcZZC",
6.20901965032198E+17,neutral,"Yes George Osborne and Iain Duncan Smiths too.. DC was a 3rd Child it would seem...maybe the Tories have a point :P https://t.co/X9J9VGfJDd",
6.20915663687799E+17,neutral,"@SF_England so basically anyone from this September...that's just brilliant news :( big massive thanks to George Osborne and his friends!",
6.20946348322476E+17,neutral,"7 years ago today, Josh Hamilton, who at one point hits 13 consecutive, hits 28 HR in the 1st round of the #HRDerby. http://t.co/ejmoaqi4EJ",
6.20958209801593E+17,neutral,"Stephen Carter: The 1st line of ""Go Set a Watchman"" does what it should: ""It makes us want to know what happens next"" http://t.co/KjSj7DAyOP",
6.20971334609166E+17,neutral,"Go Set a Watchman will hit the shelves on Tuesday at some libraries while other branches will be getting the book... http://t.co/iq6J40b6Is",
6.20987398936097E+17,neutral,"Every time I hear the word ""hoax"" I'm reminded of Paul McCartney on the Chris Farley show  http://t.co/mSEtL7f1Gw",
6.21010391133352E+17,neutral,"Details make Watchman's origins seem even more mysterious.  And now perhaps a 3rd book?  #GoSetAWatchman #HarperLee  https://t.co/l2XuPxxAxz",
6.21021461352833E+17,neutral,"McAllen native Ylianna Guerra, the 1st runner up in the Miss USA pageant, arrives today at 2 p.m. at McAllen... http://t.co/A7Al1BwsZv",
6.21035608224477E+17,neutral,"Wouldn't say shes in the elite or top singers in KPOP now but goes to show how big 1st impressions or one bad moment in negative light lasts",
6.2104891399943E+17,neutral,"Customers eager to read 'Go Set a Watchman,' buy it at midnight - York Daily Record/Sunday News http://t.co/Eqlcqt870M",
6.21082344502469E+17,neutral,"@alanthomasdoyle @FureyAndrew @taylorswift13 It may have been ""Mean"" to miss TS in DC but we'll ""Shake It Off"" and put aside the ""Bad Blood""",
6.21097710075126E+17,neutral,"Josh Hamilton just hit a record 28 HR in the 1st round of the 2008 Home Run Derby.  5 HR for Chase Utley. He saves them for when it counts.",
6.21160187680944E+17,neutral,"Ryan Braun leadoff triple to start the 9th. Casual. @BrewerNation",
6.21160246220825E+17,neutral,"AL 6-2 NL (B9) Ryan Braun the last batter to be used by the NL and he squeezes it up the 1st base line for a triple! Surely not...",
6.21160288688189E+17,neutral,"Ryan Braun with a triple off of Glen Perkins in the 9th! #Brewers #ASG2015",
6.21160354484097E+17,neutral,"The #AL leads the #NL 6-2 in the bottom of the 9th, but Ryan Braun leads off with a triple. #ASG2015",
6.21160532402422E+17,neutral,"Ryan Braun, baseball's antihero just shows up in the 9th and hits a triple",
6.21160669467906E+17,neutral,"Chapman throws his 104 mph knuckleball striking out the AL to end the 8th but Ryan Braun comes back with a triple for the NL and scores",
6.21160828868383E+17,neutral,"Ryan Braun led off 9th with 3B and scored on SF, but that's all NL gets as AL wins #ASG2015, 6-3. @Local12",
6.2116109924148E+17,neutral,"Leadoff triple for Ryan Braun in 9th. Brandon Crawford sac fly makes it 6-3, but not enough. AL wins 6-3 will have home field edge in Series",
6.21163139791393E+17,neutral,"'Ryan Braun' appeared on Monday 13 at the 11th place in the Top20 of Milwaukee's Trends: http://t.co/liJEdaFqjr #trndnl",
6.21172436348879E+17,neutral,"I want to go to Kpop night on Friday but I'll be mad if it's not just 5 hours of ""GOOD BOY"" on repeat. #eternaljam",
6.21201303658631E+17,neutral,"Sinead O'Connor calls out Rolling Stone for putting Kim Kardashian on the cover - Minneapolis Sun Times http://t.co/nIngsl9qOj",
6.21210040918118E+17,neutral,"Lonely star, Thurs, the zone, gone, rolling Stone  https://t.co/u5s0mj3PHs",
6.2123405268786E+17,neutral,"Ahead of last weeks budget George Osborne indicated that he intends to relax Sunday Trading laws...  http://t.co/JdiKLUJ8z4",
6.21237602562253E+17,neutral,"ok so i know that yall are into kpop now but why havent i seen anything about BoA eat you up was my 7th grade Jam",
6.21253287803777E+17,neutral,"Hello @HOMEmcr, is it true that George Osborne is visiting/speaking on Friday lunch time?",
6.21272805464764E+17,neutral,"Wait - Go Set A Watchman is really the 1st draft of Mockingbird? Then why is it being published as a separate novel?",
6.21307018096218E+17,neutral,"I just realized. After the whole slow mo march of T. Swift and her squad in Bad Blood, all she and Selena did was slap each other?",
6.21307763168268E+17,neutral,"So George Osborne, Therera May &amp; Yvette Cooper, all of whom want to be the next PM, are teaming up to stop Boris. He's the one they all fear",
6.21359597257904E+17,neutral,"It may be a giant leap for cable net Reelz, but the Miss USA pageant took a few steps backward on Sunday night.... http://t.co/gHHIvwAsM9",
6.2137860883841E+17,neutral,"@johnsonsbanger @JackJackJohnson you never know. It may be a song lyric from one of their songs on Calibraska",
6.21398897831842E+17,neutral,"#DonaldTrump 's Miss USA Pageant set a record low on Sunday with only 925K viewers. And let that be a reminder 2 all of us. It was on Sunday",
6.21402369922855E+17,neutral,"Just had a vision (it was a couple minutes ago, but Rousey had priority): Dean Ambrose turns heel on Reigns on Sunday. Match at Summerslam.",
6.21441054861062E+17,neutral,"I know what I'm doing the 24th, preoredering Calibraska by Jack and Jack!",
6.21441571003744E+17,neutral,"WWE 2K15 Randy Orton ""11 you may have won tonight but at Wrestlemania I'm sending you to Suplex City Bitch",
6.21489326816367E+17,neutral,"if the song with jack and jack ft. alli simpson is on Calibraska I may have to brace myself and not download the EP",
6.21501705675407E+17,neutral,"Just used my #Legendary Google cardboard to watch the #CrimsonPeak trailer for the 5th time and Paul McCartney performing Live and Let Die",
6.21576751186096E+17,neutral,"Would you like to be a monk? C'mon lets go get drunk. Do you think Paul McCartney is okay? We're from Rolling Stone so it's okay. L.R.",
6.21651780682785E+17,neutral,"Photo: we-are-lucifers: Hi..NOTICE !! 4th of Seprember will be realesed the new album band IRON MAIDEN... http://t.co/RpyTmbTcff",
6.21751839122436E+17,neutral,"Make sure to stop by Dunkin' Donuts tomorrow between 6am-11am and make a donation to your favorite Special... http://t.co/ovMfHVJPOT",
6.21787700555829E+17,neutral,"George Osborne (born GIDEON Oliver Osborne; 23 May 1971) is a British politician and member of the Conservative Party",
6.21832933293212E+17,neutral,"Roman got Bray Wyatt hard on Monday. Tonight, he teams with Dean Ambrose to face Sheamus and Big Show. #SmackDown",
6.21837278504071E+17,neutral,"Kim Kardashian on the cover of Rolling Stone is not The Death Of Rock. This is.  http://t.co/kuR5KeAgsY",
6.21840017510531E+17,neutral,"Since Dean Ambrose hasn't got a match this Sunday at #WWEBattleground. Do you think he'll interfere in the Roman/Bray match? #HeelTurn",
6.21907335871615E+17,neutral,"Ronda Rousey zinged boxing star Floyd Mayweather at the #ESPY awards Wednesday. http://t.co/CuJormkY6B http://t.co/beDN66xxUx",
6.2200113580977E+17,neutral,"If you ever wondered how Professor X would sound like reciting the lyrics of Bad Blood, then this one's for you  https://t.co/uiSPgz4cMS",
6.22007528621277E+17,neutral,"National Hot Dog Day is Saturday #CapitalGMC #Saturday see you there.",
6.22028584148799E+17,neutral,".@JackAndJackReal ""Calibraska"" official tracklisting the EP will be available July 24th http://t.co/hv5R5p8SH3",
6.22043537836777E+17,neutral,"Apr 10 1970- Paul McCartney announces that he is leaving The Beatles for personal &amp;amp;amp; professional reasons",
6.22050378251682E+17,neutral,"@awfulannouncing Put one in an iron maiden, shoot one in a rocket to the sun and drop the other off in Antarctica with only hoodie to wear.",
6.2209268174599E+17,neutral,"Watchman may have drowned on the job  On 16.07.15, at 9:11 p.m., police responded to a report of a watchman found... http://t.co/UdEXjQFeqq",
6.22103137562853E+17,neutral,"May or may not have hit someone in the Dunkin drive thru this morning",
6.22123685697208E+17,neutral,"Some copies of ""Go set a Watchman"" by Harper Lee may have lines of text missing at the bottom of six pages between 252 and 277.",
6.22135158691504E+17,neutral,"May your heart rest in the beautiful paradise of Allah, my prayer for the Gombe and Damaturu victims of Boko Haram #Nigeria @APCNigeria PDP",
6.22166940933562E+17,neutral,"@JJsRedHots, are you doing anything special for National Hot Dog Day, July 23??",
6.22199363159331E+17,neutral,"After a leadoff double by @88_gparra, Ryan Braun grounds to 1st to drive him in. #Brewers lead 1-0 in the 1st. #MILvsPIT",
6.22213623922999E+17,neutral,"Bad Blood sounds like it was written by a 7th grader who's mad at her best friend..... Yet here I am singing to it in my car",
6.22272934342558E+17,neutral,"Sunday is National Ice Cream Day. Just thought you all would like to know that in advance. These are the things I think about at midnight.",
6.22298667823727E+17,neutral,"@917thebounce may I remind you She's Kida Hot is number one on the iTunes chart while Bad Blood is at number 50 PLAY THE MORE POPULAR ONE",
6.22432857731015E+17,neutral,"@RealJamesWoods Logically, one would extend dog day until tomorrow so that it coincides with National Ice Cream Day.",
6.22450082785313E+17,neutral,"So tomorrow is National Ice Cream Day in America, but not exactly Canada. See, this is why you Americans are so fucking fat.",
6.22478648143147E+17,neutral,"If a country is not in control of its borrowing. Borrowing will take over the country - George Osborne (UK Minister - Born: May 23, 1971).",
6.2249255337243E+17,neutral,"Floyd Mayweather's dallying may mean a rematch with Oscar De La Hoya... and then another date with Manny Pacquiao",
6.22522484106113E+17,neutral,"Today in Beatles History (May 15, 1967): Paul McCartney meets Linda Eastman  for the first time at the Bag O'Nails nightclub in London.",
6.2253943463059E+17,neutral,"Tell it Rolling Stone http://t.co/Jh098tW9J2 @midnightsvvami",
6.22560987481264E+17,neutral,"Walking out of Dunkin and the guy says ""okay, see you tomorrow!""",
6.22561532996649E+17,neutral,"Ryan Braun ties the game at three with a base hit in the 3rd with two outs. -RI",
6.22568115998601E+17,neutral,"Josh Hamilton doubles to start the 6th. Hard shot to the RF corner.",
6.22579161928839E+17,neutral,"And Josh Hamilton homers for the #Rangers to lead off the 8th",
6.22598070845358E+17,neutral,"Did you know? In 1984, President Reagan made July National Ice Cream Month &amp; established National Ice Cream Day the 3rd Sunday in the month!",
6.22601193471218E+17,neutral,"Come see Great Horny Toads, or as Rolling Stone puts it, ""The 21st Century's Musical Wondertwins,"" busk outside of Solstace bar tonight.",
6.2262606513614E+17,neutral,"July 19th is National Ice Cream Day therefore there is no judgement on the amount of ice cream I consume within the next 24 hours",
6.2266055727174E+17,neutral,"@petitejinan Omo seriously? I got into Kpop because of BIGBANG too then after that i discovered B2ST so they were the 2nd boyband i got into",
6.22703970809737E+17,neutral,"as I never have tweeted a line from the new paul mccartney song I dreamed of a while ago, here is a line ""you may be sitting on a bus""",
6.22726705740788E+17,neutral,"@_kpopquestions: 1. When did you get into Kpop? Oct 8 '13",
6.22773481256714E+17,neutral,"Go Set a Watchman comes out on Tuesday? Might read it. Or maybe I'll retread To Kill a Mockingbird first. Summer read number 4?",
6.22775990536831E+17,neutral,"My reaction when I found out Dean Ambrose was going to be on twitter and doing a Q&amp;A tomorrow!! #LunaticFringe http://t.co/4GXk0I80Nb",
6.22795390648062E+17,neutral,"Watch U2 Perform 'October' for First Time in 25 Years | Rolling Stone: one of the most poignant moments of the show  http://t.co/bKKFUHX9O1",
6.22795479332581E+17,neutral,"Hope Paul Dunne's boss lets him have tomorrow off for the final round. #TheOpen",
6.22797236670493E+17,neutral,"Paul Dunne may be an amateur, but he is a co-leader at #TheOpen and is older than his fellow co-leader, Jordan Spieth.",
6.22799196102468E+17,neutral,"Paul Dunne makes another par at the 13th to stay -11. Meanwhile, Jordan Spieth is just short of the green at the Road Hole (17th) #TheOpen",
6.22805381581013E+17,neutral,"1st Song of the Day: ""No Hurry"" by Zac Brown Band  http://t.co/cGuvd5397i",
6.22807251670188E+17,neutral,"Jordan Spieth finishes the round at -6, is currently tied for 2nd with Paul Dunne and Jason Day (all -11) at The Open.",
6.22808994034418E+17,neutral,"Paul Dunne may be the solo leader very soon....",
6.22809362365485E+17,neutral,"Paul Dunne (Amateur) made birdie at 15th (-12), Co-leader with Danny Willet. #TheOpen",
6.22814122326028E+17,neutral,"Keep it going Paul Dunne. Managed to get on him earlier when his odds were enormous. Same again tomorrow will be laughing. #TheOpen2015",
6.22814273404801E+17,neutral,"When Paul Dunne made his 3 wishes, perhaps he should have been more specific than ""#1 Be leading up the 18th on Sunday at The Open"" #bbcgolf",
6.22815821635654E+17,neutral,"Heading to the 18th amateur Paul Dunne still has a share of #TheOpen lead.   Live: http://t.co/NI1sjtGRxI http://t.co/6YqMvqsa8D",
6.22816170404651E+17,neutral,"2015 #TheOpen : Paul Dunne ( A )   co-leader with -12 , Hile 17 in R3 on July 19  at The Old Course in St Andrews, Scotland,Play in progress",
6.22816698698179E+17,neutral,"Paul Dunne's gonna puke on the first tee tomorrow. God love the kid, but he doesn't have any idea what he's in for tonight/tomorrow morning",
6.22816940877324E+17,neutral,"It's every golfers dream to walk the 18th at St Andrews on Sunday leading #theopen Just a shame for Paul Dunne the final round is tomorrow",
6.22818275131572E+17,neutral,"Paul Dunne posts 6-under 66 and he'll have some serious Francis Ouimet undertones going on during tomorrow's final round.",
6.22818389241807E+17,neutral,"Take a bow Paul Dunne an Amateur golfer who is co-leading the @TheOpen after his 3rd round #theopen",
6.22818731975033E+17,neutral,"Paul Dunne's lowest round of the year in college for @UAB_MensGolf was 67. He just shot 66 in the 3rd rd of @TheOpen &amp; is tied for the lead",
6.22818972736561E+17,neutral,"Paul Dunne looked embarrassed after that round and to be at the top of the leaderboard as an amateur! Good luck for tomorrow! #TheOpen2015",
6.22819503630586E+17,neutral,"Just been watching Irish golf amateur Paul Dunne finish as joint leader going into tomorrow's final round. Well... http://t.co/GAEaiOHSaj",
6.22819600862945E+17,neutral,"Paul Dunne's 3rd round score of 66 is the lowest ever score by an amateur in The Open! What an achievement!",
6.22821082681049E+17,neutral,"Click this link https://t.co/pH9FUT92Un and retweet that tweet if you want a chance to get gifted Calibraska!",
6.22822054568575E+17,neutral,"Paul Dunne shares TheOpen lead after 54 holes. If it holds, would be 1st amateur to do so since Bobby Jones (1927). http://t.co/3BxKiDrsoQ",
6.22822930167243E+17,neutral,"Hopefully I can steal a little more from the bookies tomorrow. - Paul Dunne",
6.22823172807602E+17,neutral,"Paul Dunne after birdie on 10: ""Cool to lead the Open on the back nine on Sunday. A different kind of Sunday, but...""",
6.22823472000057E+17,neutral,"Make contact with the ball. - Paul Dunne, when asked what his thoughts will be on the first tee tomorrow at #TheOpen",
6.22823748350145E+17,neutral,"ESPN: ""What will you be thinking when you tee off tomorrow out last at the Open?"" Paul Dunne: ""Make contact with the ball.""",
6.22824049983549E+17,neutral,"If Paul Dunne nails it tomorrow then the 1st placed pro should give him the cash #TheOpen2015",
6.22824408646746E+17,neutral,"Was the guy interviewing Paul Dunne trying to scare him for Monday's round? #TheOpen2015 #letsseeyougetincontention #easeup",
6.22824641418039E+17,neutral,"Tom Rinaldi asks Paul Dunne what he'll be thinking if he tees off Monday with share of lead. ""Make contact with the ball."" Great stuff.",
6.22824924042916E+17,neutral,"Paul Dunne should have said that he will just imagine the ball is Tom Rinaldi's head on the first tee tomorrow. #TheOpen",
6.22825169963213E+17,neutral,"Tom Rinaldi didn't want to end his interview with Paul Dunne until Dunne was properly intimidated by tomorrow. Way to drive it home Tom.",
6.2282637805713E+17,neutral,"Paul Dunne focusing on game plan over (outcome) goals going into tomorrow's final round #controlthecontrollables #TheOpen2015 #golf",
6.22828018633826E+17,neutral,"How about Paul Dunne from @UABathletics at the #OpenChampionship at #StAndrews 1st amateur since Bobby Jones in '27 to lead after 54 holes.",
6.22828526010434E+17,neutral,"Rinaldi asked Paul Dunne anything to get his mind turning before the finale tomorrow. At least he didn't ask him about shanking?? @TheOpen",
6.22829037434462E+17,neutral,"Dustin Johnson has become notorious for choking on Sunday at any tournament with the word ""Open"" in it",
6.22829114198659E+17,neutral,"Dustin Johnson and Sunday's just don't work together",
6.22829427983024E+17,neutral,"Dustin Jonshon doing Dustin Johnson things on the back 9. Time for Spieth to go fetch him the 3rd leg of the Grand Slam. #BestInTheWorld",
6.22830035624403E+17,neutral,"102 days ago Paul Dunne finished T22 at the Old Waverly Collegiate Championship. Tomorrow he's playing in the final pairing at #TheOpen",
6.2283033750091E+17,neutral,"Boko Haram tops agenda for Nigerian leader meet with Obama - Sun Herald http://t.co/ZswDA2eVux",
6.22830531470828E+17,neutral,"@rq1927 @seymouranthony @harryhill99 @therealkp1985 The Open - Leaderboard http://t.co/9uqxaYOdLf love it hope Paul Dunne is top tomorrow?",
6.22831394432135E+17,neutral,"How can you not root for Paul Dunne tomorrow? With all the mini tours I didn't think there were amateurs capable of contending at a major.",
6.22831467589009E+17,neutral,"Dustin Johnson is fast becoming the Greg Norman of bad luck in golf majors. I hope DJ's misfortune turns into something positive on Monday.",
6.22832666044461E+17,neutral,"If you had told Paul Dunne he'd be leading the open on Sunday evening...",
6.22833386374173E+17,neutral,"Dustin Johnson to local course: ""any tee times Saturday?"" Course: ""no, but can we book something for you on Sunday?"" DJ: ""No thanks.""",
6.22834435948446E+17,neutral,"Paul Dunne tees off in the final group tomorrow at 2:30 pm while Padraig Harrington is off at 2:10 pm... https://t.co/qvWYcsCSnM",
6.22835536269586E+17,neutral,"At least Dustin Johnson didn't wait til the final round to implode.   Guess he didn't get the memo that Sunday was actually the 3rd round.",
6.22837365376176E+17,neutral,"Paul Dunne shares 3rd-round lead at the Open. ... Wait, who?!?! http://t.co/JMx6oOtkOu http://t.co/9W78lUFEX4",
6.22838332851159E+17,neutral,"Sunday is just not Dustin Johnson's day http://t.co/F4SfCHhne5",
6.2283938713974E+17,neutral,"If you aren't pulling for Paul Dunne tomorrow at #TheOpen2015 you have no soul.",
