neutral,"If John Kasich was frustrated by the medias momentary obsession with the billionaire real estate mogul Tuesday, he didnt show it"
neutral,"Is John Kasich, the 16th Republican to run for president, conservative enough for 2016 voters? http://t.co/bxaH2qe8wM http://t.co/ay8Ew9peYd"
neutral,"@matt205camp you may not like the song but that doesn't change the fact that it was a big deal.""Anaconda"" broke a record before ""Bad Blood"""
neutral,"If you're not planning to watch Sharknado 3 tomorrow then idk what you're doing with your life tbh"
neutral,"Today's header: 2 years ago today, Prince George was born, son of the Duke and Suchess of Cambridge &amp; 3rd in line to the throne #dailyheader"
neutral,"@7eleven what promotions are you offering for National Hot Dog Day tomorrow?"
neutral,"Prepping for tomorrow's National Hot Dog Day. Hot dog cupcakes with whipped icing weenie and condiments. It's a... http://t.co/iJypgArZIM"
neutral,"@StilettoRoyalty They will replay the hell out of Sharknado 3. It'll be on all the time. We can always do it late tonight or probably Thurs."
neutral,"Follow up Sharknado 3 tomorrow with @AcadNatSci's Mega-Bad Movie Night: Deep Blue Sea http://t.co/Ykm74rEVH5"
neutral,"I met the bake clean off josh Hamilton on the 19th"
neutral,"I was all in on Sharknado. Never brought myself to watch 2. If anyone is watching 3 instead of Gold Cup tonight I may throw a shark at you."
neutral,"So John Kasich is the 3rd @foxnews host to bid for 2016 GOP nom for president? Or am I missing someone?"
neutral,"Would it be appropriate to have cake for Prince George's 2nd Birthday? #realquestiontho @bryden9"
neutral,"Is there a decent karaoke spot in Tulsa on a Wednesday? I feel the need to do ""Number of the Beast"" by Iron Maiden in honor of @TheLostOgle."
neutral,"Universal may have survived the Selfie Stick invasion... But now it must face the Sharknado...."
neutral,"Am I hallucinating? Did Newsnight just photoshop George Osborne's face onto Theresa May's body?"
neutral,"Tomorrow's Times leads with government child abuse cover up. #newsnight go with Allegra Stratton's love letter to George Osborne"
neutral,"July 19 (Infostrada Sports) - Scores from the British Open at the par-72 course on Sunday in St Andrews -12 Paul Dunne (Ireland) 69 69 66"
neutral,"C'mon @taylorswift13.... It's time to speak up about yesterday and about Bad Blood."
neutral,"#lvrj where are you celebrating National Hot Dog Day Thursday? @cheffinis at @DTContainerPark?"
neutral,"This is me guys! This was from last Friday on Eid! If you see me at the concert say Hi!  (Deleting this soon) http://t.co/N7kh6z7wEP"
neutral,"predicting a 4th @SharknadoSyfy film.. Calling it ""Sharknado 4 : the final bite"" or ""get the F-5 out of here"" &amp; @BrockLesnar guest stars."
neutral,"In my 1st day in office I plan 2 pass a Bill 4 a Miss USA holiday. MLK has one; It's only fair: Donald Trump #comedy"
neutral,"Tomorrow's national hot dog day"
neutral,"Really don't know how I am going to wake up at 4 am and work both jobs tomorrow haha:-)))))))) I guess I really will be running on Dunkin"
neutral,"Here's your fair warning that tonight I'm taking a break from serious topics and watching Sharknado 3. With wine. And may tweet about it."
neutral,"gonna watch Sharknado tonight just so I can talk about it with my kids tomorrow"
neutral,"Gonna watch Sharknado 3 tomorrow on demand so I don't have to watch the fucking commercials"
neutral,"The Lazarus Effect will be tweeted tomorrow. It's Sharknado's night tonight"
neutral,"May we meet the next Ramadhan and Eid . In Shaa Allah."
neutral,"22minutes until the Sharknado hits for the 3rd time. Oh Hell No!!!! #sharknado3 #Syfy #Toledo #BBN"
neutral,"@RLGuitars Hanging out here tomorrow but Friday I will be down in Prince George with my Aunt."
neutral,"Who else is going to be singing the Sharknado soundtrack at work tomorrow? #Sharknado3"
neutral,"The evil empire is throwing the annual Iron Maiden this saturday. Lets show them what we have been up to. Fresh... http://t.co/dhphOkenaI"
neutral,"For all of you watching Sharknado, Tucker just hit his 2nd homer of the game and it's the 5th inning! #Tucknado"
neutral,"I really hope April's robotic hand can turn into a saw for the eventual Sharknado in Orlando #Sharknado3"
neutral,"So apparently I'm going to be the only person at #MWW15 tomorrow who didn't watch Sharknado tonight. Ohma welma."
neutral,"wait if it's 2:44am here in England that means CALIBRASKA IS OUT TOMORROW ASDFKSJHABAISHEBS"
neutral,"@capitalweather am I to understand that you, as weather experts, are saying that 'Sharknado' may be based on science that is not 100% sound?"
neutral,"Actual #Sharknado3 forecast in real life would be like ""22% chance of Sharknado but that may vary as the hour gets later"""
neutral,"Sharknado will set records for the number of watchers who have nothing better to do on a Wednesday night."
neutral,"What Ebert said about the FRIDAY THE 13th series is actually true of SHARKNADO: whatever you say about one can stand for all of them."
neutral,"@ExcellencePW if I had a chance to be in Sharknado 3 I may have actually followed the rules for entry"
neutral,"March to Madness: The GOP field grows to 16, so we've got a bracket for you: With Ohio Gov. John Kasich adding... http://t.co/DSwgpVtpKb"
neutral,"I may watch Sharknado, but I draw the line at Lavalantula.   I have my standards."
neutral,"On Saturday the makers of Sharknado bring you Police Academy: Lavarantula #Sharknado3"
neutral,"@Ike58Reese or just watch something more meaningful than Sharknado!! Cmon man! May i suggest @neiltyson 's #cosmos - feed your brain yo"
neutral,"At what point do we stop talking about #Sharknado3 and start discussing how tomorrow is National Hot Dog Day? http://t.co/1uhodKwRaf"
neutral,"I should work at dunkin. Get the donuts every friday."
neutral,"I just need to know if the term ""Sharknado"" will be mentioned in an AFD tomorrow. This is important."
neutral,"It's 4 am and i've just realised that Calibraska is out tomorrow. Oh."
neutral,"Sharknado further proof we need the 2nd amendment.  For yoi Seneca students its the right to own a gun ."
neutral,"All I did was look up ""Kpop"" and BTS was on the 3rd row.  This makes me feel proud ????"
neutral,"@MC2000watts @MTV Evidently Kpop fans noticed it awhile ago-it may be too controversial to win now, Uptown Funk is a good choice for VOTY :)"
neutral,"Kaylee bet I wouldn't get my tweet on sharknado and she may be right"
neutral,"@UsTheDuo seriously. If you two are still in Asheville on Friday, I work at Dunkin from 12-4. West Asheville. I make a mean Coolatta."
neutral,"Unscripted theater on FS2 and people are watching Sharknado. (Well, some of it may be scripted)"
neutral,"I'm convinced listening to the Freak Show tomorrow morning will be WAY better than that Sharknado ending. @fsmikey @FSBigBob"
neutral,"You'd think with as successful a franchise as Sharknado they could splurge a little on the crappy cgi for this 3rd installment."
neutral,"for all friends watching Sharknado tonight pls tag ur spoilers, I won't be watching till tomorrow thx"
neutral,"Did you know that 'John Kasich' was Trending Topic on Tuesday 21 for 6 hours in Chicago? http://t.co/kXVeK7szdJ #trndnl"
neutral,"LRT: I'm planning to watch Sharknado 3 tomorrow, but I just wanted to point out...um. NASA is tweeting about Sharknado."
neutral,"Sharknado, ftw! C'mon, how could this not be the first thing listed? #Sharkmovies @midnight"
neutral,"focus on the fact that we have to get Calibraska to #1 tomorrow, not on petty drama lol"
neutral,"Sharknado wipes out congress and the Washington Monument and gives the white house a new sun roof."
neutral,"@jfreemyer ohh. Haha there were just two stories about NASA... Sharknado will have to wait until tomorrow night."
neutral,"Tomorrow's field trip day, so I deserve Dunkin bfast. Then it's Friday, so definitely deserve Dunkin. And well Saturdays are special so..."
neutral,"Mom I'm going to Christina's party after work on Saturday Mom: okay you have fun, I'll be at a Sharknado 3 party   ?? Old people"
neutral,"Just read an article claiming Saudi Arabia mistook Saturn as the moon of Eid-ul Fitr. Apparently Eid was supposed to be on Saturday."
neutral,"I want 2 promote calibraska at Taylor swift tomorrow should I do it"
neutral,"im promoting the hell out of calibraska tomorrow. we are getting jack and jack to #1"
neutral,"I didn't watch Sharknado 3 because I never saw the 2nd movie and thought I'd be lost."
neutral,"Kiss a guy you just met after riding amusement park rides then he get eaten by Sharknado -- rough 1st date  #Sharknado3"
neutral,"Katy Perry Jabs Taylor Swift: Katy Perry may have spilled a little more ""Bad Blood"" in the Taylo... http://t.co/oUPukWPkvl #gossip #news"
neutral,"What's tomorrow?that's right the day my boys Jack and Jack release Calibraska and we're all gonna die because we're not ready"
neutral,"Love it - George Osborne ruined my yoga retreat http://t.co/pTv3LjoYQk"
neutral,"Ok...that's about all I can take for today. I gotta watch sharknado in parts. I'll finish watching the rest tomorrow"
neutral,"Sharknado 4 April must live. she just had a baby."
neutral,"Scared if exo disperse sometimes. Alrdy 4th years since i was on KPOP. But now i realized that this time is the hardest time i've ever done."
neutral,"DON'T WORRY, they are going to kill the Sharknado w/ a wall of fire that's hotter than the sun, NASA is helping them, it's a legit plan."
neutral,"Me right now with Tao (because he used to be my 2nd bias): Bad Blood"
neutral,"@JackAndJackReal  When you remember that Calibraska comes out tomorrow #CalibraskaEP http://t.co/lA0KWAw67q"
neutral,"@TheBackPage if Jordan Spieth or Dustin Johnson can be the LeBron of golf, I may watch in a few years. I want to see dominance in golf."
neutral,"Photo: The Duke and Duchess of Cambridge leave hospital with their newborn son, Prince George || July 23rd... http://t.co/MowBPg55Tw"
neutral,"April does not die, it is the soul of Sharknado with Fin. Do not she remove, please @TaraReid #AprilLives #Sharknado4"
neutral,"Sorry he's not at the phone right meow, but Josh Hamilton can help you :] https://t.co/bkspsSZpvn"
neutral,"John Kasich is 16th Republican to enter the race for White House http://t.co/lm4XCTpKvv"
neutral,"@78db25a1867f4f7 @AamirLiaquat unho ne btaya tha k wo 3rd day of Eid madine jaengy wheen hongy i think"
neutral,"Kasich seeking GOP presidential nomination: John Kasich announced his run for the White House in 2016 Tuesday.... http://t.co/FxabFBwono"
neutral,"Paul McCartney's daughter, Stella, and Ringo Starr's son, Zak, share the same birthday: September 13th."
neutral,"Floyd Mayweather continues training for September 12 fight... as undefeated boxer also enjoys downtime with fr #Sport http://t.co/vp1BlREmNo"
neutral,"Today is National Hot Dog Day. Thursday is already on that fufu lame shit, I ain't wit it."
neutral,"TEXT POLL: Since it's National Hot Dog Day: Ketchup or Mustard on a  hot dog? Text ""live + ur answer to 32961! (Message/data rates may apply"
neutral,"It looks like more ""Bad Blood"" may have been spilled.   A day after Nicki Minaj and Taylor Swift got into a... http://t.co/6UBxmg3mFj"
neutral,"I'm gonna be so pissed if I end up missing the release of Calibraska tomorrow"
neutral,"July 23rd is National Hot Dog Day.  Can you guess which MLB team charges the most for hot dogs? http://t.co/Qx5CW7I740"
neutral,"Tomorrow is Eid and the sheep shall bleed"
neutral,"@SharknadoSyfy #AprilDies because she went into a coma, leaving Fin to raise his child w/ Nova. April awakens in time to fight Sharknado 4"
neutral,"National Hot Dog Day Today (Thursday)  What do you like on yours? http://t.co/IconkeCEN4"
neutral,"Real Clear Politics- Yes, Sharknado 4 Is Happening: 'Sharknado 3: Oh Hell No!' premiered in the U.S. Wednesday... http://t.co/jkbSaW5cqd"
neutral,"@binanair5 @Shruthibhat4 @swethakrishna6 @shrenuparikh11 @SahrishhPirzada To be regular after Eid busy time tomorrow also going out full day"
neutral,"Did you know today is National Hot Dog Day? http://t.co/EIhwWCAuRm"
neutral,"Actually praying Calibraska comes out at midnight so I can buy it and listen before I have work tomorrow."
neutral,"Flying around the world for free sounds great, but this Rolling Stone profile may make you change your mind. http://t.co/4fsoVOMU3p"
neutral,"You Vote!  Will April make it to Sharknado 4?  #AprilLives: ' Will April make it to 'Nado number 4? YOU D... http://t.co/HgOakXnIQl (LB)"
neutral,"Before any of my friends think Im referring to them when I talk about ""Bad Blood"" if u know what happened to me Sunday, u who this is about."
neutral,"For some reason I always thought National Hot Dog Day was on the 4th of July. #learnsomethingneweveryday"
neutral,"#tbt Throwback Thursday... blastin old school shit all day. Iron Maiden, The Big 4, and more! #metal #thrash #speed"
neutral,"Me rn cause Calibraska comes out tomorrow in the U.S. http://t.co/Fg6jiKkgR7"
neutral,"Calibraska will probably come out tonight instead of tomorrow"
neutral,"@JackJackJohnson calibraska isnt available in Vietnam yet and it's July 24th boooiiii"
neutral,"lowkey scared that Calibraska wont be released in Australia bc it was meant to be released 3 hours ago when it turned Friday but it didnt.."
neutral,"Bea's album tonight and then Calibraska tomorrow yall know who's gonna get turnt tf up #notanapology #CalibraksaEP"
neutral,"Here is a column I compare Red Sox situation to Sharknado in the 11th paragraph. That is all ... http://t.co/dMwsAzNDXb via @WEEI"
neutral,"1st this @Billboard writer implies I copied Kpop, now lectures me to know it. What's the Korean word for backtrack? https://t.co/pxj88W2XDz"
neutral,"*notification sound* *checks phone* MLB At-Bat:  BREAKING: Josh Hamilton is a triple, double, single and HR short of the cycle. Tomorrow."
neutral,"Dustin Johnson will be partnered by Danny Willett in the final group for the delayed third round at the Open Championship on Sunday."
neutral,"@J680Anderson @TheOnlySweeney why do I get the feeling tomorrow S&amp;L will be Sharknado and Tara Reid questions?"
neutral,"Bachata Contest this Friday with Dj Richie Rich en Nirvana !! http://t.co/8AEIN6zxVE"
neutral,"@Ham0nRy @burnley_penguin Soundgarden may have been first, but w/o Nirvana, I don't know that you hear PJ and others nationally"
neutral,"22 July 2015  Paul McCartney was in the audience during the U2 concert Madison Square Garden, New York   *John"
neutral,"@Alex_Curry what do you think about the reaction is going to be for Josh Hamilton tomorrow first game back in Anaheim?"
neutral,"This is going to be me tomorrow while I listen to Calibraska.  #CalibraskaEP http://t.co/CVMqpnPxl8"
neutral,"Are you gonna buy Calibraska and have it on repeat while you cry tomorrow? http://t.co/pY9YbJjeyR"
neutral,"I want to quit life and just audition for 'Sharknado' movies until I land a role. At this rate, they'll be up to Sharknado 100 by Dec."
neutral,"Flashback Friday: let's make it about music today! July 24 1965 was the day Bob Dylan's Like a Rolling Stone went... http://t.co/fqh285yCf8"
neutral,"wearing a nirvana shirt for the first time since 9th grade"
neutral,"National hot dog day, or as I call it Thursday!!! https://t.co/m7yaK5aoMy"
neutral,"There's an Eid fair thing in Mcr on Fri/Sat. I'll almost definitely be there tomorrow to push kids off the best rides http://t.co/8BqLYw3fjf"
neutral,"@jonnyglen Thought Paul Dunne might have done that on the 2nd tee"
neutral,"So I find out that today, July 23rd is National Hot Dog Day and I've almost wasted the whole day with my ignorance. Smh"
neutral,"Anyone want a Jason Aldean ticket for tomorrow? $60"
neutral,"if I don't get a free hot dog tomorrow on national hot dog day, somebody's gonna pay, and somebody will gonna get hurt."
neutral,"On today (July 23) in 1988 Nirvana play at The Central Tavern in Seattle. There were about 12 people in attendance. http://t.co/BIJ5OG60P6"
neutral,"Watch ""Brock Lesnar confronts and brawl with The Undertaker - WWE Raw July 20 2015"" on YouTube - https://t.co/eD2FotSL9x"
neutral,"It was all about Prince George at Buckingham Palace on Wednesday. To celebrate the little royal's second birthday, the Grenadier Guards..."
neutral,"In case you missed it on #RAW this past Monday, , you can watch the #UnderTaker and Brock Lesnar destroy each other #SmackDown."
neutral,"@Ashley_Isabela it may have been written it just probably wasn't completely finished or nobody knew about Calibraska yet"
neutral,"listening to Calibraska tomorrow for i have a 5 hour car ride so i should learn all the lyrics by then @JackJackJohnson @jackgilinsky"
neutral,"New photo of Prince William and Prince George on Princess Charlotte's July 8th christening day relea http://t.co/HqiCtPCa2a"
neutral,"I may not be able to buy you the world, but I can help you reach nirvana."
neutral,"Did not participate in National Hot Dog Day today... I celebrate my personal favorite national food day next Wednesday... look it up."
neutral,"I wanna wait until Jack and Jack tweet out the link because when I look up Calibraska, it says it was released on July 31st"
neutral,"why does the release date for calibraska says july 31st on iTunes if it comes out tomorrow on the 24th ???"
neutral,"@VisaliaRawhide alum Zack Godley K's Ryan Braun to end the 6th. 7 K's, 88 pitches, 66 for strikes, no runs, no BBs. Leading 5-0."
neutral,"I hope I can go to dunkin tomorrow bc it's the only thing that'll keep me awake/alive"
neutral,"Calibraska is in 8th place in Sweden rn let's get it to 1 #CalibrasksaEP @JackJackJohnson @jackgilinsky http://t.co/vT4MMiN2zZ"
neutral,"If One of the  jacks follow me today...Tomorrow I will go outside blasting CALIBRASKA anywhere I go #CalibraskaEP"
neutral,"so who's going to Jason Aldean tomorrow, raise ur hands"
neutral,"@robpizzola @burnthelamb sure as the 2nd tier for lack of a better word along with Iron Maiden 80-84 era, 80's Megadeth"
neutral,"You're uncle should texted you get Calibraska - EP by Jack &amp; Jack https://t.co/qEG3zeZpMT  https://t.co/WxWy9KPrUD"
neutral,"Late Night Funny #1: Ohio Governor John Kasich became the 16th Republican to announce that he is running for p... http://t.co/nU31wRr8Hs"
neutral,"@ItsWassimo more like who ISNT going to Eid fest tomorrow"
neutral,"lost my voice at that kenny concert.. how am i suppose to sing at the jason aldean concert tomorrow?"
neutral,"John Kasich is now the  http://t.co/Jj0LBqSCzt  #campaign2016   #TheLiesWeTellKids #earthquake   #ExplainEarthToSpaceAliens #NathanSykesGMA"
neutral,"Jake Gyllenhaal, Eminem and Rolling Stone contributing editor Joe Levy sat down at the YouTube Space in NYC to... http://t.co/d5UEaVhOGK"
neutral,"15 times Prince George shook things up for the royal family - Prince George turned two on Tuesday! In... http://t.co/EjCloJAO8J"
neutral,"Calibraska had gone down to 6th in the UK!! #CalibraksaEP"
neutral,"A secret rocket ship to kill Sharknado nasa looks like it's from the 70s  #Sharknado3 the hoff may save us all!!!"
neutral,"Anyone who's interested in going to see Jason Aldean in concert on August 21st at Klipsch Music Center let me know. Section B (Up Front)"
neutral,"...Chris Gough with SIYS...Sharknado director, Anthony C. Ferrante (""Sharknado 3: Oh Hell No!"" debuted Wed/ re-airs tomorrow 6pm on SyFy)..."
neutral,"Sunday at Chambers Bay presents the latest major opportunity for Dustin Johnson http://t.co/Emh2eUKoiU #Golf"
neutral,"Off to Dubai tomorrow - looking forward to seeing how the industry feels post Ramadan and EID. Keep you posted."
neutral,"@thelastleg #isitok that 'potato' was screamed at Irish golfer, Paul Dunne, while he was about to take a shot on the 18th? #wanker"
neutral,"@jackgilinsky calibraska is 7th in Italy but no one can hear it because of the 'explicit' #CalibraskaEP http://t.co/oirBaNvYKk"
neutral,"Stephanie Grace: Why I want to see Bobby Jindal and John Kasich debate  http://t.co/aLDZm5tCqf via @theadvocateno"
neutral,"*calls off work monday* cant come in, calibraska just came out @JackJackJohnson @jackgilinsky"
neutral,"Please don't get us wrong, KPOP groups won't come to Barcelona on September 26. It's just a KPOP meeting organized by fanbases :)"
neutral,"First Friday after Ramadan is like reunion to Allah: To keep all the carelessness we done in the Eid days aside &amp; join HIM again strongly :)"
neutral,"On this day in history July 24, 1965 #BobDylan release ""Like a Rolling Stone"""
neutral,"Rahul should carry some Meow Meow with him when he goes to FTII Pune - he may relive his gods old bad days of Nirvana in a Cigar pipe"
neutral,"Kenny Chesney and Jason Aldean concert tonight and leave for Mammoth tomorrow...one could say I'm spoiled with greatness rn"
neutral,"@Allah_ki_bandii he's offering Eid prayer in which there are 3 extra takbeers per rakat, in 2nd rakat the extra takbeers r said before rukuh"
neutral,"Who is going to the Jason Aldean &amp; Kenny Chesney concert tomorrow?"
neutral,#AmWriting
neutral,"So Josh Hamilton returns to Anaheim for 1st time since the trade. Big deal or not? Let us know why/why not @IntentionalTalk live 5ET"
neutral,"as I was walking to go sit on a bench, Paul McCartney was sitting there smoking a cigarette and looking at the moon too. I sat by him and he"
neutral,"Floyd Mayweather's next opponent may confirm a popular theory about his final fight - http://t.co/kXraagtkES"
neutral,"Who's all going to Jason Aldean the 21st ?"
neutral,"Class of 2016 Tryouts August 13, 15, 16 - see you in Prince George, at SFU or Abby Senior that weekend."
neutral,"@TaraReid #AprilLives @SharknadoSyfy what's the point in Sharknado without April? She makes the movie."
neutral,"WWE fires Hulk Hogan: The World Wrestling entertainment confirmed Friday morning that it had terminated it's c... http://t.co/MVAOnV3ZQA"
neutral,"I told my son who was a fan of Hulk Hogan that it's alright to be disappointed and mad at him but down the line he deserves a 2nd chance."
neutral,"About 100 here in a beer warehouse for John Kasich's first Iowa rally since he announced for president July 21. http://t.co/mm6ASY7r9Y"
neutral,"Is anyone going to that Eid festival thing in trafalgar square tomorrow?"
neutral,"Is anyone else going to the Kenney Chesney, Jason Aldean concert tomorrow? Maybe we can tailgate?"
neutral,"Tomorrow, The Scandal Breaks: WWE Will Sever All Ties with Hulk Hogan http://t.co/QWzpgvvBS4"
neutral,"New game show Sat. hosted by Colin Cowherd and Hulk Hogan... Who wants to marry a Dominican?   10am in the Ron Jeremy Ballroom."
neutral,"@martharose__ visiting nirvana by the water? Under the sun, I hope?"
neutral,"Wouldn't be shocked if Hulk Hogan returned to WWE for a 5th time, if the smoke clears between him and WWE. Vince, how long will it go?"
neutral,"LMFAO Hulk Hogan really got fired on his day off.  On a Friday, man."
neutral,"World champion wrestler Hulk Hogan finally may have met an opponent he can't beat: his own mouth - tvonline"
neutral,"Anybody wanna go see Kenny Chesney and Jason aldean tomorrow night with me and Adriana ??"
neutral,"Monday live interview. Scott Walker, John Kasich, and the 2016 Election http://t.co/i364DL1a3X #Wiunion #Wi #Wipolitics #Wigov #Uniteblue"
neutral,"Brock Lesnar showed up on raw last Monday to brawl with undertaker."
neutral,"On July 4th, I posted a video of the 80s pro wrestling entrance theme music of Hulk Hogan, titled 'I Am A Real... http://t.co/AJVzwqyTty"
neutral,"Yesterday was National Hot Dog Day . . . Or as Michelle Obama called it:  Thursday."
neutral,"Wait. I dont get it. Hulk Hogan is now the 17th Candidate for Republican Primary? MSNBC 24x7 Coverage to follow, im sure. @ChrisLHayes"
neutral,"Josh Hamilton and I are making our returns at the Big A, but Josh's 1st since things went sour for him &amp; #Angels. http://t.co/iU1fPCNaRl"
neutral,"@ESPN_Colin I never thought you and Hulk Hogan would be the topic of Friday night drinks with friends. #ColinCowherd"
neutral,"My sister has 2 tickets to see Kenny Chesney and Jason Aldean for tomorrow's concert. Asking $150 cause she can't go. Dm me if interested"
neutral,"4th street just went from playing Jason Aldean to ACDC  Pick a genre, people."
neutral,"Hulk Hogan says sorry for racist remarks caught on tape: Legendary wrestler Hulk Hogan issued an apology Friday after the National En..."
neutral,"Pretty sure Hulk Hogan is not the 1st person to say something IN PRIVATE that he'd rather not be out in public. Every single one of us has"
neutral,"Don't Forget to Join #NAIPod LIVE Tomorrow at Noon on http://t.co/K0OWjRU6oR  We're Taking YOUR Calls on the Hulk Hogan situation  Be Heard"
neutral,"Despite the rumors, both of Hulk Hogan's documentaries in the #BeyondTheRing section are still available at this time. They may go though."
neutral,"If somebody were to edit the CGI sharks from Sharknado into The Day After Tomorrow, I honestly wouldn't be able to tell the difference."
neutral,"If I do end up going to the concert tomorrow, I'm gonna scream ""cheater"" when Jason Aldean walks on stage."
neutral,"#TheCEOpundit Floyd Mayweather puts up $10,000 to help find the person who killed his jeweler: On Sunday night... http://t.co/lNC6SJgGC2"
neutral,"After getting booed again, Josh Hamilton doubles off the RF wall on the 1st pitch of his 2nd at-bat. Tropeano had retired 13 straight."
neutral,"#Rangers up 3-1 in the 5th. That's what you get for booing Josh Hamilton. #Angels"
neutral,"Ryan Braun breaks scoreless tie with HR off Patrick Corbin on 1st pitch of 6th inning. Lots of boos."
neutral,"I liked a @YouTube video http://t.co/Jx6Z5HGQNK Daniel Bryan engages in a Hulkamania pose-fest with Hulk Hogan: SmackDown, April 11,"
neutral,"Ryan Braun's home run in the 6th puts gives the Brewers a 1-0 lead.  A.J. Pollock, Goldy, and David Peralta will look to answer."
neutral,"Only dance I'm surprised didn't make the 10th #SYTYCD anniversary show was ""The Garden.""I bet Mark's ""KPop"" one replaced it. Still got Mark!"
neutral,"Josh Hamilton is 2-for-3 tonight; Nick Tropeano leaves w/ 0 outs &amp; 2 on in 6th; 7 hits, 1 walk, 4 K, three earned (responsible for runners)"
neutral,"Rangers add another run; Josh Hamilton scores his second run of the night on a Chirinos safety squeeze. 4-1 Rangers, middle of 7th."
neutral,"Josh Hamilton scored #Rangers 4th run of the ballgame on a sac blunt in the 7th. #MLB"
neutral,"When the sun don't ever shine, Noche de Nirvana: http://t.co/puX1kkrKR7"
neutral,"'Hulk Hogan' appeared on Friday 24 at the 1st place in the Top20 of Leeds's Trends: http://t.co/ZyGd5YHGRN #trndnl"
neutral,"i have a drive test tomorrow n i hope i get the same instructor that talked about nirvana with me the entire time."
neutral,"Ryan Braun homered as the #Brewers beat the Diamondbacks 2-1 on Friday night. Milwaukee has won 5 of their last 7 games."
neutral,"From the network that brought you Sharknado, comes Lavalantula  That's not even a joke, it's a real thing. Tomorrow night at 9"
neutral,"Conviction of Yakub by highest courts is being 2nd guessed by the likes of @sagarikaghose with zero knowledge of law. Contempt of court?"
neutral,"CM Punk posted the following on Twitter late Thursday night, in reference to the ongoing Hulk Hogan (cont) http://t.co/YkBJPTivT6"
neutral,"@yarn74 Did you see where Paul Dunne hit his tee shot on the 2nd in his final round? #beyondyarnterritory"
neutral,"So bummed I'm not going to Kenny Chesney and Jason Aldean tomorrow"
neutral,"Good thing the Kliq Blu Ray comes out Tuesday. It's too late for them to digitally edit out Hulk Hogan's run in during the Sting/HHH match!"
neutral,"The best (and worst) of the situation regarding #WWE firing Hulk Hogan on friday - http://t.co/rOcnkOH4yI - via @examinercom @ExComSports"
neutral,"The birds pt1 &amp; pt2, rolling stone, gone, the zone  https://t.co/JIboonMMKj"
neutral,"So, if you have to go to work on a Saturday, what better way to start the journey, than with Nirvana? @BBC6Music"
neutral,"There is a Dunkin iced coffee from June 27 in my fridge. I know it's there every time I open the fridge. But I just leave it there."
neutral,"#OTD 1965 Bob Dylan played 'Like a Rolling Stone' with electric guitar + rock band live for 1st time, prompting boos. http://t.co/RWTh0zSBqT"
neutral,"@HeliumBallooons I think what you're trying to say is, you cant believe it's the 8th day of Eid."
